"","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BUILDING.CLASS.AT.PRESENT","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.PRICE","SALE.DATE","TAX.CLASS.PRESENT.SIMPLE","TAX.CLASS.CHANGE","PROPERTY.CLASS.CHANGE","MONTH","HAS.LAND.AREA","HAS.GROSS.AREA"
"141","CHELSEA","01 ONE FAMILY HOMES","1","A4","10001",1,0,1,937,3307,1900,"1","A4",4e+06,2013-05-30,"1",TRUE,TRUE,"5",TRUE,TRUE
"142","CHELSEA","01 ONE FAMILY HOMES","1","A0","10011",1,0,1,2000,10597,1920,"1","A0",15500000,2013-04-26,"1",TRUE,TRUE,"4",TRUE,TRUE
"143","CHELSEA","02 TWO FAMILY HOMES","1","B3","10011",2,0,2,1397,4224,1900,"1","B3",6990000,2013-04-25,"1",TRUE,TRUE,"4",TRUE,TRUE
"144","CHELSEA","03 THREE FAMILY HOMES","1","C0","10011",3,0,3,1533,2880,1901,"1","C0",4250000,2013-06-07,"1",TRUE,TRUE,"6",TRUE,TRUE
"145","CHELSEA","03 THREE FAMILY HOMES","1","C0","10011",3,0,3,2074,3486,1910,"1","C0",5867000,2013-04-04,"1",TRUE,TRUE,"4",TRUE,TRUE
"146","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2A","C2","10011",5,0,5,2248,4730,1910,"2","C2",5750000,2012-12-20,"2",TRUE,TRUE,"12",TRUE,TRUE
"147","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2B","C5","10011",7,1,8,1026,4788,1900,"2","C5",3530000,2012-11-15,"2",TRUE,TRUE,"11",TRUE,TRUE
"148","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2A","C3","10011",4,0,4,1580,3376,1900,"2","C3",4600000,2012-08-23,"2",TRUE,TRUE,"8",TRUE,TRUE
"149","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2A","C3","10011",4,0,4,1547,4150,1900,"2","C3",4650000,2012-12-28,"2",TRUE,TRUE,"12",TRUE,TRUE
"150","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2A","C2","10011",5,0,5,2057,4072,1900,"2","C2",3900000,2012-12-04,"2",TRUE,TRUE,"12",TRUE,TRUE
"151","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2A","C2","10011",6,0,6,1528,3950,1900,"2","C2",6534977,2013-03-27,"2",TRUE,TRUE,"3",TRUE,TRUE
"152","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2","C4","10011",17,0,17,2300,8525,1900,"2","C4",6e+06,2012-11-27,"2",TRUE,TRUE,"11",TRUE,TRUE
"153","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2","C1","10011",16,0,16,2300,8825,1910,"2","C1",9e+06,2012-08-09,"2",TRUE,TRUE,"8",TRUE,TRUE
"154","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2B","C1","10011",8,0,8,1397,2430,1920,"2","C1",1600000,2012-12-19,"2",TRUE,TRUE,"12",TRUE,TRUE
"155","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2B","C1","10011",8,0,8,1397,2737,1910,"2","C1",3e+06,2012-12-19,"2",TRUE,TRUE,"12",TRUE,TRUE
"156","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2","C4","10011",10,1,11,2500,10800,1900,"2","C4",15900000,2013-05-01,"2",TRUE,TRUE,"5",TRUE,TRUE
"157","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2","C5","10001",19,0,19,2197,6555,1900,"2","C5",4250000,2012-09-27,"2",TRUE,TRUE,"9",TRUE,TRUE
"158","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2B","C5","10011",6,2,8,3000,8455,1920,"2","C5",6800000,2012-10-17,"2",TRUE,TRUE,"10",TRUE,TRUE
"159","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2B","C1","10011",8,0,8,1478,2984,1910,"2","C1",2700000,2013-05-09,"2",TRUE,TRUE,"5",TRUE,TRUE
"160","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2","C1","10011",59,0,59,9875,41100,1920,"2","C1",21200000,2012-12-18,"2",TRUE,TRUE,"12",TRUE,TRUE
"161","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2","C4","10001",20,0,20,2938,11055,1925,"2","C4",10500000,2012-12-21,"2",TRUE,TRUE,"12",TRUE,TRUE
"162","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2B","C4","10001",10,0,10,2469,5285,1901,"2","C4",1.1e+07,2012-12-20,"2",TRUE,TRUE,"12",TRUE,TRUE
"163","CHELSEA","07 RENTALS - WALKUP APARTMENTS","2A","C2","10011",5,0,5,2000,6568,1910,"2","C2",6750000,2012-12-04,"2",TRUE,TRUE,"12",TRUE,TRUE
"164","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D8","10001",28,3,31,7281,34345,2011,"2","D8",27500000,2012-12-20,"2",TRUE,TRUE,"12",TRUE,TRUE
"165","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D6","10011",21,1,22,5132,38162,2009,"2","D6",14500000,2012-10-18,"2",TRUE,TRUE,"10",TRUE,TRUE
"166","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D1","10001",68,0,68,14815,36500,1938,"2","D1",3.7e+07,2012-12-20,"2",TRUE,TRUE,"12",TRUE,TRUE
"167","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D6","10011",23,1,24,2925,12609,1901,"2","D6",1911390,2012-10-05,"2",TRUE,TRUE,"10",TRUE,TRUE
"168","CHELSEA","08 RENTALS - ELEVATOR APARTMENTS","2","D5","10001",11,2,13,4090,26027,1907,"2","D5",2176160,2012-12-21,"2",TRUE,TRUE,"12",TRUE,TRUE
"169","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1900,"2","C6",510000,2013-07-30,"2",TRUE,TRUE,"7",FALSE,FALSE
"170","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1920,"2","C6",735000,2012-08-16,"2",TRUE,TRUE,"8",FALSE,FALSE
"171","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1900,"2","C6",1800000,2013-07-26,"2",TRUE,TRUE,"7",FALSE,FALSE
"172","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1900,"2","C6",990000,2013-04-05,"2",TRUE,TRUE,"4",FALSE,FALSE
"173","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1900,"2","C6",810000,2012-09-19,"2",TRUE,TRUE,"9",FALSE,FALSE
"174","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1900,"2","C6",1660000,2012-09-11,"2",TRUE,TRUE,"9",FALSE,FALSE
"175","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1900,"2","C6",1900000,2012-11-27,"2",TRUE,TRUE,"11",FALSE,FALSE
"176","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1900,"2","C6",1465000,2012-11-28,"2",TRUE,TRUE,"11",FALSE,FALSE
"177","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1900,"2","C6",2000400,2013-06-20,"2",TRUE,TRUE,"6",FALSE,FALSE
"178","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10001",0,0,0,0,0,1910,"2","C6",1200000,2013-05-10,"2",TRUE,TRUE,"5",FALSE,FALSE
"179","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10001",0,0,0,0,0,1910,"2","C6",360000,2013-06-24,"2",TRUE,TRUE,"6",FALSE,FALSE
"180","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",575000,2012-08-13,"2",TRUE,TRUE,"8",FALSE,FALSE
"181","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",560000,2013-02-21,"2",TRUE,TRUE,"2",FALSE,FALSE
"182","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",360000,2012-09-05,"2",TRUE,TRUE,"9",FALSE,FALSE
"183","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",375000,2013-06-17,"2",TRUE,TRUE,"6",FALSE,FALSE
"184","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1920,"2","C6",850338,2013-01-28,"2",TRUE,TRUE,"1",FALSE,FALSE
"185","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1920,"2","C6",645000,2013-08-01,"2",TRUE,TRUE,"8",FALSE,FALSE
"186","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1920,"2","C6",785000,2013-07-24,"2",TRUE,TRUE,"7",FALSE,FALSE
"187","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1900,"2","C6",445000,2012-10-22,"2",TRUE,TRUE,"10",FALSE,FALSE
"188","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1920,"2","C6",350000,2012-09-12,"2",TRUE,TRUE,"9",FALSE,FALSE
"189","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1920,"2","C6",715000,2013-06-25,"2",TRUE,TRUE,"6",FALSE,FALSE
"190","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1940,"2","C6",627500,2012-11-05,"2",TRUE,TRUE,"11",FALSE,FALSE
"191","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1940,"2","C6",260000,2013-01-14,"2",TRUE,TRUE,"1",FALSE,FALSE
"192","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1940,"2","C6",477500,2013-06-14,"2",TRUE,TRUE,"6",FALSE,FALSE
"193","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1850,"2","C6",620000,2012-12-14,"2",TRUE,TRUE,"12",FALSE,FALSE
"194","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1850,"2","C6",775000,2013-04-30,"2",TRUE,TRUE,"4",FALSE,FALSE
"195","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1850,"2","C6",1195000,2013-06-25,"2",TRUE,TRUE,"6",FALSE,FALSE
"196","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1850,"2","C6",525000,2013-01-29,"2",TRUE,TRUE,"1",FALSE,FALSE
"197","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1850,"2","C6",390000,2013-07-08,"2",TRUE,TRUE,"7",FALSE,FALSE
"198","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1940,"2","C6",375000,2012-08-13,"2",TRUE,TRUE,"8",FALSE,FALSE
"199","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1920,"2","C6",455000,2013-05-03,"2",TRUE,TRUE,"5",FALSE,FALSE
"200","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1920,"2","C6",395000,2013-06-26,"2",TRUE,TRUE,"6",FALSE,FALSE
"201","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",425000,2012-08-02,"2",TRUE,TRUE,"8",FALSE,FALSE
"202","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",515000,2013-05-09,"2",TRUE,TRUE,"5",FALSE,FALSE
"203","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",645000,2012-08-10,"2",TRUE,TRUE,"8",FALSE,FALSE
"204","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",5e+05,2012-08-16,"2",TRUE,TRUE,"8",FALSE,FALSE
"205","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",268000,2012-11-19,"2",TRUE,TRUE,"11",FALSE,FALSE
"206","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",705000,2012-12-12,"2",TRUE,TRUE,"12",FALSE,FALSE
"207","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1920,"2","C6",720000,2012-10-10,"2",TRUE,TRUE,"10",FALSE,FALSE
"208","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1920,"2","C6",480000,2013-07-30,"2",TRUE,TRUE,"7",FALSE,FALSE
"209","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1900,"2","C6",1350000,2012-10-17,"2",TRUE,TRUE,"10",FALSE,FALSE
"210","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1910,"2","C6",2100000,2012-12-27,"2",TRUE,TRUE,"12",FALSE,FALSE
"211","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1910,"2","C6",4800000,2013-06-10,"2",TRUE,TRUE,"6",FALSE,FALSE
"212","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",720000,2013-07-19,"2",TRUE,TRUE,"7",FALSE,FALSE
"213","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1910,"2","C6",730000,2013-06-12,"2",TRUE,TRUE,"6",FALSE,FALSE
"214","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1910,"2","C6",860000,2013-07-23,"2",TRUE,TRUE,"7",FALSE,FALSE
"215","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10001",0,0,0,0,0,1921,"2","C6",680000,2013-03-07,"2",TRUE,TRUE,"3",FALSE,FALSE
"216","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10001",0,0,0,0,0,1900,"2","C6",649500,2012-11-19,"2",TRUE,TRUE,"11",FALSE,FALSE
"217","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10001",0,0,0,0,0,1900,"2","C6",645000,2013-02-01,"2",TRUE,TRUE,"2",FALSE,FALSE
"218","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10001",0,0,0,0,0,1900,"2","C6",994250,2013-01-22,"2",TRUE,TRUE,"1",FALSE,FALSE
"219","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10001",0,0,0,0,0,1900,"2","C6",1060000,2013-04-03,"2",TRUE,TRUE,"4",FALSE,FALSE
"220","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1905,"2","C6",654500,2012-12-03,"2",TRUE,TRUE,"12",FALSE,FALSE
"221","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1901,"2","C6",427500,2013-05-07,"2",TRUE,TRUE,"5",FALSE,FALSE
"222","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1901,"2","C6",435000,2013-05-13,"2",TRUE,TRUE,"5",FALSE,FALSE
"223","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1901,"2","C6",1265000,2013-06-14,"2",TRUE,TRUE,"6",FALSE,FALSE
"224","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1901,"2","C6",1100000,2013-07-25,"2",TRUE,TRUE,"7",FALSE,FALSE
"225","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1915,"2","C6",452000,2012-08-14,"2",TRUE,TRUE,"8",FALSE,FALSE
"226","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1915,"2","C6",440000,2013-06-13,"2",TRUE,TRUE,"6",FALSE,FALSE
"227","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1915,"2","C6",475000,2013-06-12,"2",TRUE,TRUE,"6",FALSE,FALSE
"228","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1910,"2","C6",2200000,2012-08-28,"2",TRUE,TRUE,"8",FALSE,FALSE
"229","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1910,"2","C6",1275000,2012-08-29,"2",TRUE,TRUE,"8",FALSE,FALSE
"230","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1910,"2","C6",355500,2013-01-16,"2",TRUE,TRUE,"1",FALSE,FALSE
"231","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1910,"2","C6",485000,2013-07-24,"2",TRUE,TRUE,"7",FALSE,FALSE
"232","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1901,"2","C6",645000,2012-12-13,"2",TRUE,TRUE,"12",FALSE,FALSE
"233","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1910,"2","C6",1460000,2012-09-25,"2",TRUE,TRUE,"9",FALSE,FALSE
"234","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",4e+05,2013-04-30,"2",TRUE,TRUE,"4",FALSE,FALSE
"235","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1900,"2","C6",6e+05,2013-04-30,"2",TRUE,TRUE,"4",FALSE,FALSE
"236","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1920,"2","C6",385000,2012-09-28,"2",TRUE,TRUE,"9",FALSE,FALSE
"237","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1917,"2","C6",585000,2012-09-10,"2",TRUE,TRUE,"9",FALSE,FALSE
"238","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1917,"2","C6",465000,2012-10-01,"2",TRUE,TRUE,"10",FALSE,FALSE
"239","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1917,"2","C6",465426,2013-05-17,"2",TRUE,TRUE,"5",FALSE,FALSE
"240","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10001",0,0,0,0,0,1905,"2","C6",481743,2012-12-19,"2",TRUE,TRUE,"12",FALSE,FALSE
"241","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10001",0,0,0,0,0,1905,"2","C6",1780000,2012-12-20,"2",TRUE,TRUE,"12",FALSE,FALSE
"242","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10001",0,0,0,0,0,1905,"2","C6",420000,2012-12-20,"2",TRUE,TRUE,"12",FALSE,FALSE
"243","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10001",0,0,0,0,0,1905,"2","C6",3e+05,2012-12-20,"2",TRUE,TRUE,"12",FALSE,FALSE
"244","CHELSEA","09 COOPS - WALKUP APARTMENTS","2","C6","10011",0,0,0,0,0,1910,"2","C6",650000,2012-12-26,"2",TRUE,TRUE,"12",FALSE,FALSE
"245","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1920,"2","C6",570000,2012-12-05,"2",TRUE,TRUE,"12",FALSE,FALSE
"246","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1920,"2","C6",659000,2013-05-03,"2",TRUE,TRUE,"5",FALSE,FALSE
"247","CHELSEA","09 COOPS - WALKUP APARTMENTS","2C","C6","10011",0,0,0,0,0,1910,"2","C6",1340250,2013-05-17,"2",TRUE,TRUE,"5",FALSE,FALSE
"248","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,2003,"2","D4",740000,2012-09-14,"2",TRUE,TRUE,"9",FALSE,FALSE
"249","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,2003,"2","D4",1400000,2012-10-05,"2",TRUE,TRUE,"10",FALSE,FALSE
"250","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,2003,"2","D4",570000,2012-10-09,"2",TRUE,TRUE,"10",FALSE,FALSE
"251","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,2003,"2","D4",480000,2012-11-07,"2",TRUE,TRUE,"11",FALSE,FALSE
"252","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,2003,"2","D4",965000,2012-11-16,"2",TRUE,TRUE,"11",FALSE,FALSE
"253","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,2003,"2","D4",680000,2012-12-13,"2",TRUE,TRUE,"12",FALSE,FALSE
"254","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,2003,"2","D4",613750,2013-01-09,"2",TRUE,TRUE,"1",FALSE,FALSE
"255","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,2003,"2","D4",649000,2013-01-09,"2",TRUE,TRUE,"1",FALSE,FALSE
"256","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,2003,"2","D4",740000,2013-01-29,"2",TRUE,TRUE,"1",FALSE,FALSE
"257","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,2003,"2","D4",685000,2013-05-17,"2",TRUE,TRUE,"5",FALSE,FALSE
"258","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,2003,"2","D4",935000,2013-05-21,"2",TRUE,TRUE,"5",FALSE,FALSE
"259","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,2003,"2","D4",999000,2013-07-22,"2",TRUE,TRUE,"7",FALSE,FALSE
"260","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2C","D4","10011",0,0,0,0,0,1900,"2","D4",820000,2013-01-25,"2",TRUE,TRUE,"1",FALSE,FALSE
"261","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1920,"2","D4",375000,2012-11-09,"2",TRUE,TRUE,"11",FALSE,FALSE
"262","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1920,"2","D4",630000,2012-11-26,"2",TRUE,TRUE,"11",FALSE,FALSE
"263","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1920,"2","D4",362500,2013-05-07,"2",TRUE,TRUE,"5",FALSE,FALSE
"264","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2C","D4","10011",0,0,0,0,0,1900,"2","D4",735000,2012-09-25,"2",TRUE,TRUE,"9",FALSE,FALSE
"265","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1920,"2","D4",495000,2012-12-14,"2",TRUE,TRUE,"12",FALSE,FALSE
"266","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1920,"2","D4",610000,2013-03-08,"2",TRUE,TRUE,"3",FALSE,FALSE
"267","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1900,"2","D4",425000,2012-08-23,"2",TRUE,TRUE,"8",FALSE,FALSE
"268","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1900,"2","D4",318500,2013-07-09,"2",TRUE,TRUE,"7",FALSE,FALSE
"269","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D0","10011",0,0,0,0,0,1902,"2","D0",2370000,2012-08-23,"2",TRUE,TRUE,"8",FALSE,FALSE
"270","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D0","10011",0,0,0,0,0,1902,"2","D0",935000,2013-06-05,"2",TRUE,TRUE,"6",FALSE,FALSE
"271","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1928,"2","D4",515000,2012-08-13,"2",TRUE,TRUE,"8",FALSE,FALSE
"272","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1928,"2","D4",530000,2012-08-27,"2",TRUE,TRUE,"8",FALSE,FALSE
"273","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1928,"2","D4",325000,2012-09-11,"2",TRUE,TRUE,"9",FALSE,FALSE
"274","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1928,"2","D4",525000,2012-10-10,"2",TRUE,TRUE,"10",FALSE,FALSE
"275","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1928,"2","D4",475000,2013-01-23,"2",TRUE,TRUE,"1",FALSE,FALSE
"276","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1928,"2","D4",312500,2013-01-17,"2",TRUE,TRUE,"1",FALSE,FALSE
"277","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1928,"2","D4",440000,2013-02-08,"2",TRUE,TRUE,"2",FALSE,FALSE
"278","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1928,"2","D4",519000,2013-07-02,"2",TRUE,TRUE,"7",FALSE,FALSE
"279","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1928,"2","D4",705000,2013-01-15,"2",TRUE,TRUE,"1",FALSE,FALSE
"280","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1928,"2","D4",789000,2013-03-25,"2",TRUE,TRUE,"3",FALSE,FALSE
"281","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1928,"2","D4",750000,2013-08-09,"2",TRUE,TRUE,"8",FALSE,FALSE
"282","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1910,"2","D4",1380000,2013-07-08,"2",TRUE,TRUE,"7",FALSE,FALSE
"283","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1926,"2","D4",1275000,2012-11-15,"2",TRUE,TRUE,"11",FALSE,FALSE
"284","CHELSEA","10 COOPS - ELEVATOR APARTMENTS","2","D4","10011",0,0,0,0,0,1926,"2","D4",1370000,2013-03-27,"2",TRUE,TRUE,"3",FALSE,FALSE
