"","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BUILDING.CLASS.AT.PRESENT","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.PRICE","SALE.DATE","TAX.CLASS.PRESENT.SIMPLE","TAX.CLASS.CHANGE","PROPERTY.CLASS.CHANGE","MONTH","HAS.LAND.AREA","HAS.GROSS.AREA"
"5534","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",6e+05,2012-11-16,"2",TRUE,TRUE,"11",FALSE,FALSE
"5535","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",545000,2012-12-20,"2",TRUE,TRUE,"12",FALSE,FALSE
"5536","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",650000,2013-01-10,"2",TRUE,TRUE,"1",FALSE,FALSE
"5537","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",980000,2013-02-21,"2",TRUE,TRUE,"2",FALSE,FALSE
"5538","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",545000,2013-03-06,"2",TRUE,TRUE,"3",FALSE,FALSE
"5539","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",1100000,2013-03-18,"2",TRUE,TRUE,"3",FALSE,FALSE
"5540","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",650000,2013-04-15,"2",TRUE,TRUE,"4",FALSE,FALSE
"5541","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",890000,2013-05-13,"2",TRUE,TRUE,"5",FALSE,FALSE
"5542","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",1210000,2013-05-14,"2",TRUE,TRUE,"5",FALSE,FALSE
"5543","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",625000,2013-04-30,"2",TRUE,TRUE,"4",FALSE,FALSE
"5544","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",665000,2013-05-03,"2",TRUE,TRUE,"5",FALSE,FALSE
"5545","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",513000,2013-06-14,"2",TRUE,TRUE,"6",FALSE,FALSE
"5546","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",1890000,2013-06-26,"2",TRUE,TRUE,"6",FALSE,FALSE
"5547","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",740000,2013-06-28,"2",TRUE,TRUE,"6",FALSE,FALSE
"5548","KIPS BAY","17 CONDOPS","2","R9","10016",0,0,0,0,0,1948,"2","R9",849000,2013-08-01,"2",TRUE,TRUE,"8",FALSE,FALSE
"5549","KIPS BAY","22 STORE BUILDINGS","4","K9","10016",0,1,1,1680,4356,1910,"4","K9",2750000,2013-06-21,"4",TRUE,TRUE,"6",TRUE,TRUE
"5550","KIPS BAY","22 STORE BUILDINGS","4","K9","10016",0,0,0,2918,2750,1910,"4","K9",725000,2012-12-22,"4",TRUE,TRUE,"12",TRUE,TRUE
"5551","KIPS BAY","32 HOSPITAL AND HEALTH FACILITIES","4","I9","10010",0,3,3,14144,77616,1961,"4","I9",32250000,2013-04-17,"4",TRUE,TRUE,"4",TRUE,TRUE
"5552","KIPS BAY","37 RELIGIOUS FACILITIES","4","M1","10003",0,1,1,3680,4800,1910,"4","M1",4500000,2012-10-15,"4",TRUE,TRUE,"10",TRUE,TRUE
"5553","LITTLE ITALY",NA,"4","RK","10012",0,0,1,0,0,2010,"4","RK",15988218,2013-07-31,"4",TRUE,TRUE,"7",FALSE,FALSE
"5554","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2B","C7","10013",8,1,9,1707,7020,1900,"2","C7",6950000,2013-08-06,"2",TRUE,TRUE,"8",TRUE,TRUE
"5555","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2","C7","10013",26,2,28,2485,13552,1900,"2","C7",6250000,2012-08-16,"2",TRUE,TRUE,"8",TRUE,TRUE
"5556","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2","C7","10012",15,2,17,2795,13707,1900,"2","C7",9500000,2012-09-13,"2",TRUE,TRUE,"9",TRUE,TRUE
"5557","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2","C4","10012",18,0,18,1909,9310,1900,"2","C4",3350000,2012-12-28,"2",TRUE,TRUE,"12",TRUE,TRUE
"5558","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2","C7","10013",42,3,45,6529,28112,1900,"2","C7",19700000,2012-12-05,"2",TRUE,TRUE,"12",TRUE,TRUE
"5559","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2","C7","10012",27,2,29,3636,14574,1900,"2","C7",22625000,2012-12-20,"2",TRUE,TRUE,"12",TRUE,TRUE
"5560","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2","C7","10012",18,2,20,2465,9371,1900,"2","C7",1100000,2013-01-15,"2",TRUE,TRUE,"1",TRUE,TRUE
"5561","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2","C7","10012",16,1,17,2636,15120,1910,"2","C7",4600000,2012-09-12,"2",TRUE,TRUE,"9",TRUE,TRUE
"5562","LITTLE ITALY","07 RENTALS - WALKUP APARTMENTS","2B","C7","10012",8,2,10,2112,7804,1925,"2","C7",33500000,2012-11-20,"2",TRUE,TRUE,"11",TRUE,TRUE
"5563","LITTLE ITALY","10 COOPS - ELEVATOR APARTMENTS","2C","D0","10012",0,0,0,0,0,1900,"2","D0",118472,2012-09-06,"2",TRUE,TRUE,"9",FALSE,FALSE
"5564","LITTLE ITALY","10 COOPS - ELEVATOR APARTMENTS","2C","D0","10012",0,0,0,0,0,1900,"2","D0",262500,2012-09-27,"2",TRUE,TRUE,"9",FALSE,FALSE
"5565","LITTLE ITALY","10 COOPS - ELEVATOR APARTMENTS","2","D0","10012",0,0,0,0,0,1900,"2","D0",2410000,2012-08-21,"2",TRUE,TRUE,"8",FALSE,FALSE
"5566","LITTLE ITALY","10 COOPS - ELEVATOR APARTMENTS","2","D0","10012",0,0,0,0,0,1900,"2","D0",4300000,2012-11-15,"2",TRUE,TRUE,"11",FALSE,FALSE
"5567","LITTLE ITALY","10 COOPS - ELEVATOR APARTMENTS","2","D0","10012",0,0,0,0,0,1900,"2","D0",3130000,2012-12-21,"2",TRUE,TRUE,"12",FALSE,FALSE
"5568","LITTLE ITALY","10 COOPS - ELEVATOR APARTMENTS","2","D0","10012",0,0,0,0,0,1900,"2","D0",2650000,2013-01-25,"2",TRUE,TRUE,"1",FALSE,FALSE
"5569","LITTLE ITALY","10 COOPS - ELEVATOR APARTMENTS","2","D0","10012",0,0,0,0,0,1900,"2","D0",3100000,2013-04-18,"2",TRUE,TRUE,"4",FALSE,FALSE
"5570","LITTLE ITALY","10 COOPS - ELEVATOR APARTMENTS","2","D0","10012",0,0,0,0,0,1900,"2","D0",2850000,2013-07-26,"2",TRUE,TRUE,"7",FALSE,FALSE
"5571","LITTLE ITALY","10 COOPS - ELEVATOR APARTMENTS","2","D4","10012",0,0,0,0,0,1910,"2","D4",1550000,2012-10-22,"2",TRUE,TRUE,"10",FALSE,FALSE
"5572","LITTLE ITALY","10 COOPS - ELEVATOR APARTMENTS","2","D4","10012",0,0,0,0,0,1910,"2","D4",2700000,2013-07-17,"2",TRUE,TRUE,"7",FALSE,FALSE
"5573","LITTLE ITALY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10013",1,0,1,0,0,1948,"2","R4",7e+05,2013-04-22,"2",TRUE,TRUE,"4",FALSE,FALSE
"5574","LITTLE ITALY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10012",1,0,1,0,0,1915,"2","R4",875000,2012-12-28,"2",TRUE,TRUE,"12",FALSE,FALSE
"5575","LITTLE ITALY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10012",1,0,1,0,0,1915,"2","R4",750000,2012-11-12,"2",TRUE,TRUE,"11",FALSE,FALSE
"5576","LITTLE ITALY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10012",1,0,1,0,0,1915,"2","R4",1150000,2012-12-05,"2",TRUE,TRUE,"12",FALSE,FALSE
"5577","LITTLE ITALY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10012",1,0,1,0,0,1915,"2","R4",1100000,2013-06-03,"2",TRUE,TRUE,"6",FALSE,FALSE
"5578","LITTLE ITALY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10012",1,0,1,0,0,1948,"2","R4",7e+05,2013-06-07,"2",TRUE,TRUE,"6",FALSE,FALSE
"5579","LITTLE ITALY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10012",1,0,1,0,0,1948,"2","R4",7e+05,2013-06-07,"2",TRUE,TRUE,"6",FALSE,FALSE
"5580","LITTLE ITALY","13 CONDOS - ELEVATOR APARTMENTS","2","R4","10012",1,0,1,0,0,1900,"2","R4",7900000,2013-02-01,"2",TRUE,TRUE,"2",FALSE,FALSE
"5581","LITTLE ITALY","14 RENTALS - 4-10 UNIT","2A","S3","10012",3,1,4,2475,6375,1900,"2","S3",325000,2012-12-20,"2",TRUE,TRUE,"12",TRUE,TRUE
"5582","LITTLE ITALY","14 RENTALS - 4-10 UNIT","2A","S3","10012",3,1,4,2475,6375,1900,"2","S3",650000,2012-12-20,"2",TRUE,TRUE,"12",TRUE,TRUE
"5583","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10013",1,0,1,0,0,1967,"2","R1",1495000,2013-05-23,"2",TRUE,TRUE,"5",FALSE,FALSE
"5584","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10013",1,0,1,0,0,1967,"2","R1",3362500,2013-07-12,"2",TRUE,TRUE,"7",FALSE,FALSE
"5585","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10013",1,0,1,0,0,1967,"2","R1",1909218,2012-09-27,"2",TRUE,TRUE,"9",FALSE,FALSE
"5586","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10012",1,0,1,0,0,2002,"2","R1",1250000,2013-03-25,"2",TRUE,TRUE,"3",FALSE,FALSE
"5587","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10012",1,0,1,0,0,2002,"2","R1",1500000,2013-05-02,"2",TRUE,TRUE,"5",FALSE,FALSE
"5588","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10012",1,0,1,0,0,2002,"2","R1",1505000,2013-07-12,"2",TRUE,TRUE,"7",FALSE,FALSE
"5589","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10012",1,0,1,0,0,2002,"2","R1",1505000,2012-08-01,"2",TRUE,TRUE,"8",FALSE,FALSE
"5590","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10013",1,0,1,0,0,1900,"2","R1",2494712,2012-08-07,"2",TRUE,TRUE,"8",FALSE,FALSE
"5591","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10013",1,0,1,0,0,1900,"2","R1",3563875,2012-09-06,"2",TRUE,TRUE,"9",FALSE,FALSE
"5592","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10013",1,0,1,0,0,1900,"2","R1",2900000,2013-07-24,"2",TRUE,TRUE,"7",FALSE,FALSE
"5593","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10013",1,0,1,0,0,1900,"2","R1",6694993,2012-12-17,"2",TRUE,TRUE,"12",FALSE,FALSE
"5594","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10012",1,0,1,0,0,1910,"2","R1",1445915,2013-01-30,"2",TRUE,TRUE,"1",FALSE,FALSE
"5595","LITTLE ITALY","15 CONDOS - 2-10 UNIT RESIDENTIAL","2C","R1","10012",1,0,1,0,0,1910,"2","R1",6396771,2013-01-30,"2",TRUE,TRUE,"1",FALSE,FALSE
"5596","LITTLE ITALY","16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT","2C","R8","10013",0,1,1,0,0,1969,"2","R8",1100000,2013-07-09,"2",TRUE,TRUE,"7",FALSE,FALSE
"5597","LITTLE ITALY","17 CONDOPS","2","R9","10013",0,0,0,0,0,1905,"2","R9",2800000,2013-05-31,"2",TRUE,TRUE,"5",FALSE,FALSE
"5598","LITTLE ITALY","17 CONDOPS","2","R9","10013",0,0,0,0,0,1905,"2","R9",2702500,2013-07-22,"2",TRUE,TRUE,"7",FALSE,FALSE
"5599","LITTLE ITALY","17 CONDOPS","2","R9","10013",0,0,0,0,0,1905,"2","R9",4300000,2013-07-18,"2",TRUE,TRUE,"7",FALSE,FALSE
"5600","LITTLE ITALY","17 CONDOPS","2","R9","10012",0,0,0,0,0,1900,"2","R9",345000,2013-03-01,"2",TRUE,TRUE,"3",FALSE,FALSE
"5601","LITTLE ITALY","17 CONDOPS","2","R9","10012",0,0,0,0,0,1900,"2","R9",525000,2013-05-14,"2",TRUE,TRUE,"5",FALSE,FALSE
"5602","LITTLE ITALY","21 OFFICE BUILDINGS","4","O9","10012",0,3,3,4875,14359,1922,"4","O9",22625000,2012-12-20,"4",TRUE,TRUE,"12",TRUE,TRUE
"5603","LITTLE ITALY","23 LOFT BUILDINGS","4","L8","10012",3,1,4,3325,10779,1900,"4","L8",17487180,2013-06-03,"4",TRUE,TRUE,"6",TRUE,TRUE
"5604","LITTLE ITALY","23 LOFT BUILDINGS","4","L8","10012",4,2,6,3378,14291,1920,"4","L8",5299145,2013-06-03,"4",TRUE,TRUE,"6",TRUE,TRUE
"5605","LITTLE ITALY","30 WAREHOUSES","4","E9","10012",0,1,1,2500,9200,1910,"4","E9",7500000,2012-12-18,"4",TRUE,TRUE,"12",TRUE,TRUE
"5606","LOWER EAST SIDE",NA,"4","RK","10002",0,0,1,0,0,1988,"4","RK",825000,2013-06-26,"4",TRUE,TRUE,"6",FALSE,FALSE
"5607","LOWER EAST SIDE",NA,"4","RB","10002",0,0,1,0,0,2011,"4","RB",466860,2013-06-03,"4",TRUE,TRUE,"6",FALSE,FALSE
"5608","LOWER EAST SIDE",NA,"4","RK","10002",0,0,1,0,0,1948,"4","RK",470000,2013-03-12,"4",TRUE,TRUE,"3",FALSE,FALSE
"5609","LOWER EAST SIDE",NA,"4","RK","10002",0,0,1,0,0,1948,"4","RK",1218150,2012-11-30,"4",TRUE,TRUE,"11",FALSE,FALSE
"5610","LOWER EAST SIDE",NA,"4","RK","10002",0,0,1,0,0,1990,"4","RK",1726000,2013-05-14,"4",TRUE,TRUE,"5",FALSE,FALSE
"5611","LOWER EAST SIDE","02 TWO FAMILY HOMES","1","S2","10002",2,1,3,2500,7000,1910,"1","S2",3400000,2013-02-21,"1",TRUE,TRUE,"2",TRUE,TRUE
"5612","LOWER EAST SIDE","04 TAX CLASS 1 CONDOS","1A","R3","10002",1,0,1,0,0,1986,"1","R3",650000,2013-01-07,"1",TRUE,TRUE,"1",FALSE,FALSE
"5613","LOWER EAST SIDE","04 TAX CLASS 1 CONDOS","1A","R3","10002",1,0,1,0,0,1986,"1","R3",585000,2013-07-08,"1",TRUE,TRUE,"7",FALSE,FALSE
"5614","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7","10002",20,4,24,2115,11321,1901,"2","C7",3300000,2013-02-28,"2",TRUE,TRUE,"2",TRUE,TRUE
"5615","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C1","10002",22,0,22,2188,8855,1900,"2","C1",2950000,2012-12-21,"2",TRUE,TRUE,"12",TRUE,TRUE
"5616","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C4","10002",20,0,20,2300,8680,1900,"2","C4",3350000,2013-08-01,"2",TRUE,TRUE,"8",TRUE,TRUE
"5617","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2B","C4","10002",9,0,9,2308,6095,1900,"2","C4",1400000,2012-09-12,"2",TRUE,TRUE,"9",TRUE,TRUE
"5618","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7","10002",15,3,18,2185,12076,1900,"2","C7",3500000,2013-06-17,"2",TRUE,TRUE,"6",TRUE,TRUE
"5619","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7","10002",26,7,33,4282,21309,1910,"2","C7",11300000,2012-12-27,"2",TRUE,TRUE,"12",TRUE,TRUE
"5620","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7","10002",20,3,23,3045,14096,1920,"2","C7",7625000,2013-06-13,"2",TRUE,TRUE,"6",TRUE,TRUE
"5621","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7","10002",10,2,12,2000,10610,1920,"2","C7",3920000,2012-10-25,"2",TRUE,TRUE,"10",TRUE,TRUE
"5622","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C4","10002",20,0,20,2525,9858,1920,"2","C4",5500000,2013-03-08,"2",TRUE,TRUE,"3",TRUE,TRUE
"5623","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7","10002",18,3,21,2500,7000,1920,"2","C7",4500000,2013-02-21,"2",TRUE,TRUE,"2",TRUE,TRUE
"5624","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C1","10002",19,0,19,1650,7425,1910,"2","C1",4300000,2012-12-14,"2",TRUE,TRUE,"12",TRUE,TRUE
"5625","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C1","10002",35,2,35,5000,22398,1900,"2","C1",1.8e+07,2012-12-18,"2",TRUE,TRUE,"12",TRUE,TRUE
"5626","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7","10002",20,5,25,2884,16312,1920,"2","C7",7e+06,2012-08-02,"2",TRUE,TRUE,"8",TRUE,TRUE
"5627","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7","10002",16,2,18,2250,9150,1900,"2","C7",4750000,2012-10-04,"2",TRUE,TRUE,"10",TRUE,TRUE
"5628","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7","10002",15,1,16,2196,9540,1900,"2","C7",5895000,2012-08-28,"2",TRUE,TRUE,"8",TRUE,TRUE
"5629","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7","10002",16,1,17,2187,8000,1910,"2","C7",5325000,2012-12-13,"2",TRUE,TRUE,"12",TRUE,TRUE
"5630","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7","10002",30,3,33,4435,18647,1910,"2","C7",2.6e+07,2012-12-13,"2",TRUE,TRUE,"12",TRUE,TRUE
"5631","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2","C7","10002",30,3,33,4368,21865,1900,"2","C7",18300000,2012-12-05,"2",TRUE,TRUE,"12",TRUE,TRUE
"5632","LOWER EAST SIDE","07 RENTALS - WALKUP APARTMENTS","2B","C4","10002",8,2,10,2527,6720,1910,"2","C4",2e+06,2013-05-31,"2",TRUE,TRUE,"5",TRUE,TRUE
"5633","LOWER EAST SIDE","08 RENTALS - ELEVATOR APARTMENTS","2","D3","10002",128,0,128,18375,98052,1982,"2","D3",27500000,2012-12-20,"2",TRUE,TRUE,"12",TRUE,TRUE
"5634","LOWER EAST SIDE","08 RENTALS - ELEVATOR APARTMENTS","2","D1","10002",52,0,52,8904,34904,1900,"2","D1",11850000,2012-12-31,"2",TRUE,TRUE,"12",TRUE,TRUE
"5635","LOWER EAST SIDE","08 RENTALS - ELEVATOR APARTMENTS","2","D5","10002",22,3,25,6725,30870,1910,"2","D5",19100000,2013-04-12,"2",TRUE,TRUE,"4",TRUE,TRUE
"5636","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2C","C6","10002",0,0,0,0,0,1920,"2","C6",830000,2013-02-28,"2",TRUE,TRUE,"2",FALSE,FALSE
"5637","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1920,"2","C6",270000,2013-02-12,"2",TRUE,TRUE,"2",FALSE,FALSE
"5638","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1910,"2","C6",490000,2013-01-30,"2",TRUE,TRUE,"1",FALSE,FALSE
"5639","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1910,"2","C6",895000,2013-02-12,"2",TRUE,TRUE,"2",FALSE,FALSE
"5640","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1920,"2","C6",353000,2012-08-23,"2",TRUE,TRUE,"8",FALSE,FALSE
"5641","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1920,"2","C6",359000,2013-02-07,"2",TRUE,TRUE,"2",FALSE,FALSE
"5642","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1920,"2","C6",360000,2013-02-27,"2",TRUE,TRUE,"2",FALSE,FALSE
"5643","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1920,"2","C6",244000,2012-12-18,"2",TRUE,TRUE,"12",FALSE,FALSE
"5644","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2C","C6","10002",0,0,0,0,0,1910,"2","C6",1610000,2013-04-18,"2",TRUE,TRUE,"4",FALSE,FALSE
"5645","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1920,"2","C6",370000,2012-11-29,"2",TRUE,TRUE,"11",FALSE,FALSE
"5646","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1920,"2","C6",4e+05,2012-11-29,"2",TRUE,TRUE,"11",FALSE,FALSE
"5647","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1920,"2","C6",435000,2013-07-25,"2",TRUE,TRUE,"7",FALSE,FALSE
"5648","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1920,"2","C6",590000,2013-07-26,"2",TRUE,TRUE,"7",FALSE,FALSE
"5649","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",385000,2012-09-07,"2",TRUE,TRUE,"9",FALSE,FALSE
"5650","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",469000,2012-12-19,"2",TRUE,TRUE,"12",FALSE,FALSE
"5651","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",425000,2013-01-31,"2",TRUE,TRUE,"1",FALSE,FALSE
"5652","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",412500,2012-12-07,"2",TRUE,TRUE,"12",FALSE,FALSE
"5653","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",345000,2013-03-05,"2",TRUE,TRUE,"3",FALSE,FALSE
"5654","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",735000,2012-12-19,"2",TRUE,TRUE,"12",FALSE,FALSE
"5655","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",637500,2013-03-28,"2",TRUE,TRUE,"3",FALSE,FALSE
"5656","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",270000,2012-08-03,"2",TRUE,TRUE,"8",FALSE,FALSE
"5657","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",313200,2012-10-05,"2",TRUE,TRUE,"10",FALSE,FALSE
"5658","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",312000,2013-06-27,"2",TRUE,TRUE,"6",FALSE,FALSE
"5659","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",190000,2012-09-28,"2",TRUE,TRUE,"9",FALSE,FALSE
"5660","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",385000,2012-11-06,"2",TRUE,TRUE,"11",FALSE,FALSE
"5661","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",5e+05,2013-06-20,"2",TRUE,TRUE,"6",FALSE,FALSE
"5662","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2","C6","10002",0,0,0,0,0,1900,"2","C6",415000,2013-07-23,"2",TRUE,TRUE,"7",FALSE,FALSE
"5663","LOWER EAST SIDE","09 COOPS - WALKUP APARTMENTS","2C","C6","10002",0,0,0,0,0,1900,"2","C6",1395000,2013-06-18,"2",TRUE,TRUE,"6",FALSE,FALSE
"5664","LOWER EAST SIDE","10 COOPS - ELEVATOR APARTMENTS","2","D4","10002",0,0,0,0,0,1955,"2","D4",315000,2012-08-13,"2",TRUE,TRUE,"8",FALSE,FALSE
"5665","LOWER EAST SIDE","10 COOPS - ELEVATOR APARTMENTS","2","D4","10002",0,0,0,0,0,1955,"2","D4",450000,2012-08-16,"2",TRUE,TRUE,"8",FALSE,FALSE
"5666","LOWER EAST SIDE","10 COOPS - ELEVATOR APARTMENTS","2","D4","10002",0,0,0,0,0,1955,"2","D4",450000,2012-08-15,"2",TRUE,TRUE,"8",FALSE,FALSE
"5667","LOWER EAST SIDE","10 COOPS - ELEVATOR APARTMENTS","2","D4","10002",0,0,0,0,0,1955,"2","D4",442000,2012-09-06,"2",TRUE,TRUE,"9",FALSE,FALSE
"5668","LOWER EAST SIDE","10 COOPS - ELEVATOR APARTMENTS","2","D4","10002",0,0,0,0,0,1955,"2","D4",485000,2012-09-05,"2",TRUE,TRUE,"9",FALSE,FALSE
"5669","LOWER EAST SIDE","10 COOPS - ELEVATOR APARTMENTS","2","D4","10002",0,0,0,0,0,1955,"2","D4",420000,2012-09-25,"2",TRUE,TRUE,"9",FALSE,FALSE
"5670","LOWER EAST SIDE","10 COOPS - ELEVATOR APARTMENTS","2","D4","10002",0,0,0,0,0,1955,"2","D4",360000,2012-10-19,"2",TRUE,TRUE,"10",FALSE,FALSE
"5671","LOWER EAST SIDE","10 COOPS - ELEVATOR APARTMENTS","2","D4","10002",0,0,0,0,0,1955,"2","D4",580000,2012-11-16,"2",TRUE,TRUE,"11",FALSE,FALSE
"5672","LOWER EAST SIDE","10 COOPS - ELEVATOR APARTMENTS","2","D4","10002",0,0,0,0,0,1955,"2","D4",518000,2012-11-08,"2",TRUE,TRUE,"11",FALSE,FALSE
